Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP0594,HR,40,90674,10,44,85,No
EMP0595,Operations,48,91089,5,40,88,Yes
EMP0596,Support,22,81413,8,37,74,No
EMP0597,Sales,22,113458,19,46,80,No
EMP0598,Support,37,86146,18,49,85,Yes
EMP0599,HR,27,68930,1,31,70,Yes
EMP0600,Marketing,51,86440,5,36,63,No
EMP0601,HR,40,94103,14,51,86,Yes
EMP0602,IT,47,117626,4,46,83,No
EMP0603,Marketing,28,83058,4,45,77,No
EMP0604,Sales,43,100127,14,39,82,Yes
EMP0605,R&D,34,128908,16,40,75,No
EMP0606,R&D,30,120583,3,54,76,Yes
EMP0607,Finance,37,103956,8,44,85,Yes
EMP0608,IT,23,123033,10,41,74,No
EMP0609,Support,28,79009,4,57,75,Yes
EMP0610,IT,42,118421,12,58,71,No
EMP0611,Marketing,26,92807,12,56,71,No
EMP0612,Marketing,45,100759,16,55,79,No
EMP0613,IT,28,115983,5,52,69,Yes
EMP0614,Support,58,76871,16,55,41,No
EMP0615,IT,60,124364,13,54,73,No
EMP0616,IT,51,132692,16,33,77,No
EMP0617,HR,25,82357,9,50,67,No
EMP0618,Sales,42,115876,17,46,92,Yes
EMP0619,Finance,48,95305,8,45,64,No
EMP0620,HR,21,89257,6,46,89,Yes
EMP0621,R&D,31,124594,3,54,66,No
EMP0622,Sales,56,107237,13,42,75,Yes
EMP0623,R&D,49,140078,19,44,86,Yes
EMP0624,R&D,22,122255,4,42,82,Yes
EMP0625,HR,26,92778,20,60,67,No
EMP0626,R&D,42,121089,12,56,68,No
EMP0627,R&D,42,137117,18,54,65,Yes
EMP0628,R&D,28,120345,4,54,65,Yes
EMP0629,Operations,43,74350,10,47,56,No
EMP0630,R&D,29,128166,14,33,72,No
EMP0631,Sales,28,98243,13,36,54,No
EMP0632,Support,23,97450,19,33,80,No
EMP0633,R&D,58,141062,17,34,76,Yes
EMP0634,Support,58,87428,16,59,74,No
EMP0635,IT,58,116922,6,53,77,No
EMP0636,Operations,53,91727,13,43,69,No
EMP0637,Sales,38,104935,13,60,69,Yes
EMP0638,Support,59,97262,17,39,83,No
EMP0639,Operations,56,89299,7,36,79,No
EMP0640,IT,32,136325,17,47,93,Yes
EMP0641,Finance,43,107734,18,45,50,No
EMP0642,Marketing,48,70944,1,46,60,Yes
EMP0643,IT,24,104295,2,36,72,No
EMP0644,IT,24,129596,10,36,95,No
EMP0645,Operations,49,91769,4,49,88,Yes
EMP0646,Support,36,88455,17,55,60,No
EMP0647,Marketing,24,93425,13,42,56,No
EMP0648,HR,21,87717,9,36,85,No
EMP0649,R&D,35,119918,12,54,58,No
EMP0650,Sales,39,103584,15,35,64,Yes
EMP0651,IT,53,110529,4,42,84,Yes
EMP0652,Marketing,21,98777,11,44,77,No
EMP0653,HR,30,95286,11,49,100,No
EMP0654,Marketing,52,104716,19,47,83,Yes
EMP0655,Operations,54,86476,8,60,76,Yes
EMP0656,Support,26,90523,12,37,79,No
EMP0657,Operations,42,92391,12,39,78,No
EMP0658,HR,28,88237,12,44,94,No
EMP0659,Sales,23,106172,11,42,99,Yes
EMP0660,Marketing,22,101023,17,56,60,Yes
EMP0661,R&D,52,121169,2,39,81,Yes
EMP0662,Finance,31,103220,18,47,70,No
EMP0663,Sales,34,110413,14,56,86,No
EMP0664,Support,25,76923,5,30,84,No
EMP0665,HR,26,69054,3,31,78,No
EMP0666,Sales,37,105241,14,42,83,Yes
EMP0667,Support,41,69509,1,42,68,No
EMP0668,Finance,58,94647,2,52,61,Yes
EMP0669,Finance,39,108370,10,49,92,Yes
EMP0670,HR,51,77552,6,47,85,Yes
EMP0671,Support,55,84332,10,60,68,No
EMP0672,Operations,21,96144,18,57,67,Yes
EMP0673,HR,21,83244,19,49,63,Yes
EMP0674,Operations,34,98782,14,58,84,No
EMP0675,IT,31,104877,6,37,68,No
EMP0676,HR,56,87805,15,50,68,Yes
EMP0677,Finance,37,92420,4,36,72,No
EMP0678,Sales,27,86493,10,49,61,No
EMP0679,Operations,52,93021,15,40,67,Yes
EMP0680,Operations,41,82679,14,35,68,No
EMP0681,Sales,48,90282,9,56,63,No
EMP0682,R&D,49,132204,12,54,88,Yes
EMP0683,Finance,32,113743,20,32,87,No
EMP0684,Sales,37,76085,3,53,55,No
EMP0685,HR,58,86650,19,42,75,No
EMP0686,R&D,30,123158,12,42,66,No
EMP0687,Marketing,29,94927,15,46,62,Yes
EMP0688,Sales,60,93523,6,54,74,Yes
EMP0689,IT,32,115395,19,60,52,No
EMP0690,R&D,43,119625,2,37,65,No
EMP0691,Finance,37,114972,12,37,82,No
EMP0692,Support,51,79710,15,58,77,Yes
EMP0693,Operations,27,96464,17,50,85,Yes
EMP0694,IT,45,116478,13,41,55,No
EMP0695,Finance,54,103499,9,42,83,Yes
EMP0696,Operations,52,96649,16,58,73,Yes
EMP0697,IT,49,114165,6,37,90,Yes
EMP0698,IT,44,138434,20,52,83,Yes
EMP0699,Sales,47,103848,11,53,88,Yes
EMP0700,IT,47,104006,1,37,86,Yes
EMP0701,IT,29,123125,17,31,80,Yes
EMP0702,IT,54,127980,13,49,70,No
EMP0703,HR,39,68809,3,36,40,No
EMP0704,Sales,47,119118,20,34,86,Yes
EMP0705,IT,60,136911,17,38,84,Yes
EMP0706,Finance,35,106266,13,42,90,Yes
EMP0707,Sales,54,98127,17,51,69,Yes
EMP0708,HR,55,86625,17,54,78,Yes
EMP0709,IT,59,139717,18,56,100,Yes
EMP0710,Support,44,71330,2,52,75,No
EMP0711,R&D,45,139166,12,48,83,No
EMP0712,Finance,48,88317,5,38,50,No
EMP0713,Finance,39,104189,20,58,66,No
EMP0714,HR,57,91115,17,33,72,Yes
EMP0715,Sales,41,107790,14,41,84,Yes
EMP0716,Support,57,81614,12,49,82,No
EMP0717,Support,34,83815,14,47,77,No
EMP0718,R&D,37,120991,10,48,61,No
EMP0719,Support,29,81302,4,53,77,Yes
EMP0720,Sales,53,106394,13,55,95,No
EMP0721,HR,31,87088,13,60,60,Yes
EMP0722,Support,26,61533,3,38,58,No
EMP0723,HR,45,92536,13,49,69,No
EMP0724,IT,52,116404,15,30,66,No
EMP0725,Marketing,33,75245,2,55,63,No
EMP0726,HR,44,69704,8,50,66,No
EMP0727,Finance,38,100031,13,41,69,No
EMP0728,Finance,26,112897,18,39,64,No
EMP0729,Operations,43,91832,9,37,68,No
EMP0730,HR,37,76994,6,43,70,Yes
EMP0731,Finance,53,117924,10,40,95,Yes
EMP0732,Marketing,49,93973,13,48,67,No
EMP0733,Operations,50,87104,15,58,72,Yes
EMP0734,Support,35,74322,8,55,73,No
EMP0735,Operations,54,93506,18,30,72,Yes
EMP0736,Operations,25,89624,18,59,66,No
EMP0737,Operations,34,109091,19,38,83,No
EMP0738,R&D,33,128115,8,53,93,No
EMP0739,Sales,35,89205,7,56,75,No
EMP0740,Finance,26,108158,16,49,91,No
EMP0741,HR,51,88234,12,49,64,No
EMP0742,Marketing,52,103507,6,54,98,Yes
EMP0743,Support,35,97886,19,34,95,No
EMP0744,HR,53,94196,12,42,82,No
EMP0745,IT,50,99337,4,52,64,Yes
EMP0746,Sales,45,105681,19,33,73,No
EMP0747,Marketing,32,105244,18,38,76,No
EMP0748,IT,52,126466,14,36,88,No
EMP0749,Operations,44,88035,13,38,60,No
EMP0750,Finance,38,101331,8,47,79,No
EMP0751,Sales,30,93135,5,45,77,Yes
EMP0752,Operations,52,86660,10,38,67,No
EMP0753,HR,46,73616,4,52,79,No
EMP0754,Finance,49,104814,11,38,82,Yes
EMP0755,Marketing,43,96179,1,43,92,No
EMP0756,IT,39,129279,12,40,91,No
EMP0757,R&D,26,124823,13,49,71,No
EMP0758,Operations,47,104481,20,48,91,No
EMP0759,Finance,26,95573,6,40,76,No
EMP0760,Support,38,95886,15,54,85,No
EMP0761,R&D,47,120344,6,35,78,No
EMP0762,Finance,34,90387,6,42,70,Yes
EMP0763,R&D,56,112363,2,30,76,No
EMP0764,IT,26,112357,13,39,60,Yes
EMP0765,Marketing,49,77025,5,34,67,No
EMP0766,Operations,51,94406,15,57,73,No
EMP0767,R&D,29,137920,18,35,63,No
EMP0768,Support,54,93941,18,39,67,No
EMP0769,Sales,26,98773,15,39,68,Yes
EMP0770,IT,43,121117,10,45,81,Yes
EMP0771,R&D,51,130731,10,30,77,No
EMP0772,HR,56,76695,12,36,53,No
EMP0773,Support,46,82022,8,35,71,No
EMP0774,Marketing,26,88024,14,50,58,No
EMP0775,Marketing,39,95621,18,55,74,Yes
EMP0776,Marketing,28,101118,15,49,82,Yes
EMP0777,R&D,33,128112,11,30,93,Yes
EMP0778,Finance,39,114517,9,34,100,Yes
EMP0779,HR,35,76535,3,34,83,Yes
EMP0780,R&D,44,139216,15,52,75,Yes
EMP0781,Finance,30,93352,2,38,75,No
EMP0782,Marketing,45,88667,1,33,70,No
EMP0783,Sales,45,103450,15,37,74,No
EMP0784,Finance,54,96625,7,45,71,No
EMP0785,Marketing,41,88404,6,50,72,No
EMP0786,Marketing,51,84155,10,36,55,No
EMP0787,Sales,28,100165,8,50,73,No
EMP0788,Finance,46,108723,8,30,75,Yes
EMP0789,R&D,59,122790,5,41,76,Yes
EMP0790,Operations,24,78060,2,41,66,No
EMP0791,Finance,29,110561,16,37,68,No
EMP0792,R&D,33,120539,1,52,89,Yes
EMP0793,IT,37,107792,2,45,70,No
EMP0794,Sales,57,85896,6,47,60,No
EMP0795,R&D,38,142352,20,59,79,Yes
EMP0796,Marketing,37,100189,18,41,69,Yes
EMP0797,Support,32,69562,1,49,87,Yes
EMP0798,Finance,55,101486,13,36,58,No
EMP0799,IT,60,108677,10,40,66,No
EMP0800,Finance,23,105311,5,35,80,Yes
EMP0801,Finance,52,103616,7,33,91,No
EMP0802,Marketing,24,98627,12,37,78,No
EMP0803,HR,34,96623,16,59,78,No
EMP0804,Operations,56,89696,14,56,71,No
EMP0805,HR,60,80429,9,46,79,Yes
EMP0806,Sales,54,95281,4,33,76,No
EMP0807,Support,33,81023,7,46,66,Yes
EMP0808,Support,27,89550,19,41,62,No
EMP0809,Support,27,74729,6,55,80,No
EMP0810,R&D,43,130619,11,47,86,No
EMP0811,Support,48,79595,11,49,75,No
EMP0812,Marketing,44,112225,15,44,90,Yes
EMP0813,HR,39,79945,20,30,40,Yes
EMP0814,Sales,34,102340,11,30,70,No
EMP0815,Marketing,56,89944,17,47,60,Yes
EMP0816,Operations,30,77814,5,38,68,No
EMP0817,Sales,35,96623,9,55,70,No
EMP0818,Finance,41,115349,16,35,89,No
EMP0819,Finance,59,95835,10,31,73,No
EMP0820,Operations,43,94691,14,43,59,No
EMP0821,Sales,59,85143,1,50,77,No
EMP0822,Operations,55,92204,19,34,63,No
EMP0823,Sales,30,87250,2,51,73,No
EMP0824,Finance,35,108733,14,39,63,No
EMP0825,IT,42,106990,3,45,71,No
EMP0826,Support,53,87783,14,54,73,Yes
EMP0827,IT,51,116762,18,36,57,No
EMP0828,Sales,36,94926,3,38,76,No
EMP0829,Finance,28,103594,14,43,69,No
EMP0830,HR,40,82296,6,41,80,No
EMP0831,R&D,60,124871,5,44,96,No
EMP0832,IT,26,106043,4,53,81,Yes
EMP0833,IT,39,105773,1,40,72,No
EMP0834,Operations,34,91089,18,36,69,No
EMP0835,Marketing,56,103548,16,49,74,No
EMP0836,Support,58,82385,17,31,68,Yes
EMP0837,Marketing,33,102986,20,38,91,Yes
EMP0838,Marketing,44,84592,4,30,80,No
EMP0839,Support,35,82768,13,46,80,No
EMP0840,Finance,32,107139,7,46,74,No
EMP0841,HR,23,75445,8,59,64,No
EMP0842,HR,43,87193,12,41,73,No
EMP0843,Marketing,24,72282,9,58,40,No
EMP0844,Marketing,35,102699,5,40,100,Yes
EMP0845,IT,26,129698,13,46,91,Yes
EMP0846,Support,36,88287,19,34,70,No
EMP0847,Operations,49,99069,18,34,76,No
EMP0848,Sales,29,103902,10,52,81,No
EMP0849,IT,48,117851,5,50,99,Yes
EMP0850,Finance,32,107011,11,56,64,Yes
EMP0851,HR,41,91148,14,60,63,No
EMP0852,Marketing,30,85905,7,33,81,Yes
EMP0853,Marketing,59,107661,19,49,76,Yes
EMP0854,Finance,51,105913,5,46,83,No
EMP0855,Operations,32,84757,13,45,67,Yes
EMP0856,HR,38,92562,14,37,76,No
EMP0857,Sales,34,104807,3,35,100,No
EMP0858,Operations,50,78883,8,43,59,No
EMP0859,Support,41,89534,13,49,89,Yes
EMP0860,HR,54,73435,4,44,69,No
EMP0861,HR,36,87187,17,47,59,Yes
EMP0862,HR,33,85621,10,44,86,No
EMP0863,Marketing,50,88954,6,43,67,No
EMP0864,IT,50,136839,15,32,100,Yes
EMP0865,IT,58,117108,18,34,66,Yes
EMP0866,Sales,50,89259,3,38,81,No
EMP0867,IT,28,101497,3,33,70,No
EMP0868,Support,53,80919,20,60,58,No
EMP0869,Support,23,77034,6,59,62,Yes
EMP0870,IT,32,112697,2,43,95,Yes
EMP0871,R&D,39,123907,6,33,99,No
EMP0872,Marketing,21,98615,15,45,56,No
EMP0873,HR,59,90934,16,37,78,No
EMP0874,Finance,59,117209,20,30,92,No
EMP0875,Marketing,60,97629,18,56,76,Yes
EMP0876,Operations,23,73381,5,57,71,No
EMP0877,Marketing,42,88243,3,31,100,No
EMP0878,IT,50,144711,19,41,99,Yes
EMP0879,Marketing,41,93251,12,58,71,No
EMP0880,Finance,39,105499,16,34,78,No
EMP0881,Marketing,42,97027,17,43,56,Yes
EMP0882,Finance,51,119113,20,59,72,No
EMP0883,Marketing,48,105361,20,57,69,No
EMP0884,IT,60,134114,19,45,88,No
EMP0885,R&D,52,113371,6,58,60,Yes
EMP0886,HR,50,77744,4,53,63,No
EMP0887,Support,47,61578,2,40,62,Yes
EMP0888,Sales,39,96111,9,55,92,Yes
EMP0889,Operations,21,79921,4,51,68,No
EMP0890,HR,32,88811,7,40,85,Yes
EMP0891,R&D,51,119596,2,50,79,No
EMP0892,Operations,50,98966,14,59,80,Yes
EMP0893,Marketing,57,94881,11,47,67,No
EMP0894,Operations,25,87324,5,38,73,Yes
EMP0895,Support,55,66914,6,48,68,No
EMP0896,Marketing,41,80680,2,38,70,Yes
EMP0897,Sales,44,103653,15,56,82,Yes
EMP0898,Operations,23,77117,7,59,72,No
EMP0899,HR,51,98800,17,34,84,No
EMP0900,Marketing,41,102283,5,54,100,Yes
EMP0901,IT,34,95897,2,44,56,Yes
EMP0902,HR,59,79749,3,40,90,No
EMP0903,Finance,54,106366,10,30,65,No
EMP0904,Sales,33,97220,10,38,70,No
EMP0905,R&D,28,135800,9,34,78,No
EMP0906,Finance,34,115250,18,41,79,No
EMP0907,IT,39,137068,19,37,79,No
EMP0908,R&D,24,125112,5,30,84,No
EMP0909,HR,27,93895,13,31,85,Yes
EMP0910,R&D,60,130194,12,39,81,No
EMP0911,Finance,50,123795,19,34,93,Yes
EMP0912,R&D,40,133896,15,45,86,No
EMP0913,IT,60,122328,9,59,70,No
EMP0914,Operations,50,90270,16,30,80,No
EMP0915,Operations,51,99303,15,57,84,Yes
EMP0916,Finance,46,103461,4,40,93,No
EMP0917,Marketing,55,92442,15,42,67,No
EMP0918,R&D,45,113511,3,40,70,No
EMP0919,Support,48,82035,19,55,64,No
EMP0920,Finance,57,117402,16,33,90,Yes
EMP0921,Operations,56,76198,4,56,65,Yes
EMP0922,Finance,59,107998,13,40,78,No
EMP0923,HR,26,87519,7,56,85,No
EMP0924,HR,30,82154,5,44,87,Yes
EMP0925,R&D,33,132114,7,51,82,No
EMP0926,Marketing,48,94397,12,32,67,Yes
EMP0927,Support,29,69270,10,31,64,Yes
EMP0928,Operations,28,84610,10,57,86,Yes
EMP0929,Support,41,82504,13,42,63,Yes
EMP0930,IT,33,137167,18,42,85,No
EMP0931,Support,30,72025,10,57,71,No
EMP0932,IT,52,114337,14,34,69,Yes
EMP0933,Support,50,90146,20,59,68,No
EMP0934,R&D,45,126744,12,37,78,No
EMP0935,HR,57,85811,16,57,72,No
EMP0936,Operations,23,71917,2,48,56,No
EMP0937,Finance,58,113381,16,60,72,No
EMP0938,Marketing,50,99774,17,32,68,No
EMP0939,Finance,36,103029,16,50,73,No
EMP0940,Marketing,60,70428,2,58,44,No
EMP0941,HR,51,91231,15,46,88,Yes
EMP0942,Marketing,39,88687,6,31,66,No
EMP0943,Marketing,57,89585,9,31,64,Yes
EMP0944,Marketing,60,78192,1,39,63,Yes
EMP0945,Finance,38,95459,9,34,67,Yes
EMP0946,Finance,59,97695,6,59,68,No
EMP0947,R&D,44,118762,6,38,76,No
EMP0948,HR,42,66076,3,60,66,No
EMP0949,IT,52,122044,14,54,61,No
EMP0950,Sales,57,107022,12,31,86,Yes
EMP0951,Finance,24,99524,6,44,66,No
EMP0952,Sales,45,100252,13,45,81,Yes
EMP0953,Support,21,78472,10,59,78,No
EMP0954,HR,27,86447,18,50,63,No
EMP0955,Support,60,74183,9,40,72,No
EMP0956,Support,50,88208,8,53,96,No
EMP0957,Sales,54,99372,11,51,72,Yes
EMP0958,HR,25,63250,1,43,67,No
EMP0959,R&D,43,117538,8,53,73,No
EMP0960,HR,59,83920,7,60,82,No
EMP0961,Finance,26,112615,20,34,60,No
EMP0962,IT,28,115176,6,38,89,Yes
EMP0963,Finance,50,98263,9,54,51,No
EMP0964,Marketing,31,93432,3,38,86,Yes
EMP0965,Support,42,73018,2,38,84,Yes
EMP0966,Sales,60,103375,13,35,72,No
EMP0967,IT,55,120534,14,36,70,No
EMP0968,Finance,23,94810,3,32,71,No
EMP0969,R&D,22,127719,16,34,74,No
EMP0970,Marketing,30,92511,11,58,74,No
EMP0971,R&D,51,141767,14,42,86,Yes
EMP0972,Sales,21,98842,13,60,57,No
EMP0973,R&D,28,145721,19,47,85,Yes
EMP0974,HR,26,89881,12,47,70,No
EMP0975,Finance,50,112501,10,50,79,No
EMP0976,Sales,40,100499,13,58,89,Yes
EMP0977,Operations,52,69242,3,58,61,Yes
EMP0978,HR,58,73969,8,45,60,Yes
EMP0979,Marketing,52,97218,18,60,81,Yes
EMP0980,HR,42,63386,2,42,63,No
EMP0981,R&D,55,106454,5,53,51,No
EMP0982,R&D,22,137590,16,59,61,No
EMP0983,Sales,29,86596,1,35,57,No
EMP0984,R&D,60,118133,6,56,55,Yes
EMP0985,Finance,28,116330,16,49,77,Yes
EMP0986,Operations,46,94288,11,33,66,No
EMP0987,IT,41,110135,7,54,82,Yes
EMP0988,IT,47,112210,6,52,77,No
EMP0989,R&D,36,146307,19,31,89,Yes
EMP0990,IT,22,122804,16,32,90,Yes
EMP0991,Finance,58,100248,10,43,67,No
EMP0992,Sales,30,89429,9,46,55,No
EMP0993,IT,60,118319,2,49,81,Yes
EMP0994,Marketing,43,103387,14,30,87,Yes
EMP0995,Finance,54,91992,4,49,61,No
EMP0996,R&D,34,127473,9,31,90,Yes
EMP0997,IT,51,123235,16,35,89,No
EMP0998,Marketing,34,103227,14,38,97,Yes
EMP0999,R&D,23,120539,4,53,89,No
EMP1000,R&D,53,129114,4,32,79,No
EMP1001,R&D,58,139468,19,40,57,No
EMP1002,Finance,41,99884,8,33,84,No
EMP1003,Sales,45,97539,8,32,61,No
EMP1004,Sales,60,103296,15,35,77,No
EMP1005,R&D,33,134341,12,38,76,No
EMP1006,Marketing,29,87427,4,57,80,No
EMP1007,IT,42,120168,8,58,73,No
EMP1008,IT,57,125713,18,57,81,Yes
EMP1009,R&D,34,144760,19,45,80,No
EMP1010,Sales,36,97793,11,43,66,No
EMP1011,IT,57,108211,1,43,78,No
EMP1012,HR,48,91152,17,42,74,No
EMP1013,Finance,49,119756,16,37,92,No
EMP1014,Sales,29,100066,12,39,85,No
EMP1015,Finance,22,114056,16,51,68,No
EMP1016,HR,50,89471,15,54,92,No
EMP1017,Support,32,82796,12,50,58,No
EMP1018,Support,42,86559,17,31,78,No
EMP1019,Marketing,60,97926,18,48,80,No
EMP1020,Operations,24,96209,17,60,54,No
EMP1021,HR,28,83453,13,41,71,Yes
EMP1022,Finance,56,97137,7,34,75,No
EMP1023,Finance,51,120706,19,57,82,No
EMP1024,Operations,43,89144,9,46,72,No
EMP1025,HR,25,86341,12,41,61,Yes
EMP1026,Marketing,49,111755,20,41,79,No
EMP1027,Finance,33,113674,15,32,97,No
EMP1028,Finance,27,96485,6,38,87,No
EMP1029,R&D,30,124174,7,46,77,No
EMP1030,IT,51,119572,12,43,74,No
EMP1031,HR,39,92679,7,32,96,No
EMP1032,Operations,47,102493,19,40,77,No
EMP1033,Operations,52,95545,19,51,67,No
EMP1034,IT,40,102009,6,55,53,Yes
EMP1035,Operations,39,70575,2,34,67,No
EMP1036,IT,55,129695,10,35,85,Yes
EMP1037,IT,31,113422,8,33,85,Yes
EMP1038,Operations,32,88935,7,47,77,Yes
EMP1039,Operations,43,72143,5,41,44,No
EMP1040,HR,46,88331,16,54,85,No
EMP1041,Operations,30,75154,1,53,61,No
EMP1042,R&D,39,131709,19,51,70,No
EMP1043,R&D,42,122758,4,53,71,No
EMP1044,Marketing,22,102626,13,49,75,Yes
EMP1045,Operations,26,87625,11,31,68,No
EMP1046,Marketing,33,81521,1,32,70,No
EMP1047,Finance,53,101281,13,36,58,No
EMP1048,Operations,46,88238,5,52,75,No
EMP1049,Support,44,66650,1,39,69,No
EMP1050,Finance,34,110859,15,53,83,No
EMP1051,Marketing,31,101420,14,53,80,No
EMP1052,IT,34,123063,10,45,71,No
EMP1053,Operations,25,101166,19,54,74,No
EMP1054,Support,32,93486,18,44,75,No
EMP1055,IT,33,101941,6,56,63,No
EMP1056,Marketing,58,97913,10,45,85,No
EMP1057,Sales,22,92068,1,34,72,No
EMP1058,Finance,39,116859,14,35,100,No
EMP1059,Sales,22,81693,4,54,68,No
EMP1060,Operations,58,103344,16,48,100,No
EMP1061,R&D,28,126552,12,46,74,Yes
EMP1062,HR,30,89790,11,44,72,No
EMP1063,Operations,31,82449,2,38,64,No
EMP1064,Marketing,39,113540,17,50,88,Yes
EMP1065,Sales,32,97344,4,49,75,No
EMP1066,Marketing,38,90805,12,33,59,No
EMP1067,IT,21,109250,5,46,70,No
EMP1068,IT,27,121897,7,34,95,Yes
EMP1069,Sales,56,113417,20,52,82,No
EMP1070,Finance,47,97951,15,59,62,Yes
EMP1071,IT,22,129086,16,41,70,No
EMP1072,Operations,32,95947,10,30,85,No
EMP1073,Sales,29,86383,5,52,75,No
EMP1074,Support,28,78642,3,30,81,Yes
EMP1075,Support,23,84318,7,33,92,Yes
EMP1076,Finance,37,91642,2,32,78,No
EMP1077,Finance,28,115787,20,36,68,No
EMP1078,Finance,30,101798,9,60,70,No
EMP1079,IT,53,133928,20,37,70,No
EMP1080,HR,54,74438,7,52,74,No
EMP1081,IT,55,109810,1,53,81,No
EMP1082,R&D,44,139653,19,35,79,No
EMP1083,Finance,32,99777,12,42,62,Yes
EMP1084,Operations,28,96865,15,33,81,Yes
EMP1085,Operations,39,95245,18,53,85,Yes
EMP1086,R&D,59,136943,10,51,77,No
EMP1087,Sales,56,113287,14,39,87,Yes
EMP1088,R&D,44,125795,6,30,73,No
EMP1089,Finance,46,102548,15,46,72,No
EMP1090,Finance,31,101077,3,41,70,No
EMP1091,Sales,59,102377,13,33,76,No
EMP1092,Marketing,46,102772,12,45,87,No
EMP1093,Support,52,85101,17,38,82,Yes
EMP1094,R&D,35,119381,5,30,85,No
EMP1095,Finance,52,82052,1,35,61,No
EMP1096,Finance,25,115914,17,54,87,No
EMP1097,Sales,39,105462,16,45,60,No
EMP1098,HR,23,94690,14,58,74,Yes
EMP1099,R&D,41,131570,13,44,71,No
EMP1100,Marketing,31,94653,16,43,75,No
EMP1101,Support,52,73129,4,48,66,No
EMP1102,R&D,51,126810,18,57,59,No
EMP1103,Support,37,90829,16,48,91,No
EMP1104,Marketing,41,83924,2,30,71,Yes
EMP1105,Operations,43,97635,19,30,76,Yes
EMP1106,Operations,43,80024,14,41,58,No
EMP1107,Sales,36,109736,10,48,90,Yes
EMP1108,Operations,31,77943,1,47,84,Yes
EMP1109,Support,57,87295,17,58,72,No
EMP1110,Operations,45,96682,19,42,76,No
EMP1111,R&D,27,119884,7,40,53,No
EMP1112,Marketing,44,98192,14,36,75,No
EMP1113,Finance,55,100696,7,39,74,No
EMP1114,Sales,60,99181,3,52,85,No
EMP1115,Operations,38,76686,3,48,79,No
EMP1116,Finance,40,104013,17,55,62,No
EMP1117,Operations,33,95702,14,42,74,No
EMP1118,IT,22,126606,17,57,89,Yes
EMP1119,Sales,50,97771,9,59,60,No
EMP1120,Support,57,59987,2,46,58,No
EMP1121,IT,36,109633,5,53,70,No
EMP1122,Finance,34,110045,14,38,65,Yes
EMP1123,IT,37,123644,20,37,70,Yes
EMP1124,Marketing,50,100645,16,47,78,No
EMP1125,HR,33,85715,6,38,81,Yes
EMP1126,IT,23,120226,16,55,82,Yes
EMP1127,Finance,41,119868,20,39,92,No
EMP1128,Finance,46,84083,5,37,55,No
EMP1129,Finance,54,114883,19,60,77,No
EMP1130,Sales,59,91016,4,54,60,No
EMP1131,Support,36,94341,14,36,79,Yes
EMP1132,Support,37,92834,19,31,80,No
EMP1133,Finance,41,106250,18,43,66,No
EMP1134,IT,44,123825,16,52,76,No
EMP1135,HR,59,65845,2,56,73,No
EMP1136,Sales,37,97217,18,42,53,No
EMP1137,Operations,28,90328,18,57,76,No
EMP1138,Support,37,91790,10,32,87,No
EMP1139,Sales,40,103994,7,57,95,Yes
EMP1140,Support,23,66412,9,57,58,No
EMP1141,R&D,51,142914,14,59,85,No
EMP1142,Finance,31,89187,9,46,58,No
EMP1143,Operations,50,85374,1,54,91,Yes
EMP1144,IT,21,125894,13,36,80,No
EMP1145,Finance,28,92858,6,37,43,No
EMP1146,IT,59,129041,14,55,71,Yes
EMP1147,R&D,29,128999,9,35,66,No
EMP1148,Finance,47,96747,12,35,54,No
EMP1149,Sales,22,77597,1,59,59,No
EMP1150,R&D,33,130906,9,52,69,Yes
EMP1151,Support,60,82728,14,49,74,Yes
EMP1152,Finance,21,118070,17,43,80,No
EMP1153,R&D,52,126471,4,37,73,No
EMP1154,Marketing,39,91783,16,42,67,No
EMP1155,Sales,59,92103,7,56,71,Yes
EMP1156,IT,22,120058,10,38,92,No
EMP1157,Sales,44,107332,19,51,71,Yes
EMP1158,Operations,46,81183,7,52,70,No
EMP1159,Marketing,25,85397,4,47,85,Yes
EMP1160,Operations,59,105559,20,52,78,No
EMP1161,HR,37,85897,17,49,50,Yes
EMP1162,HR,58,80933,6,38,97,No
EMP1163,Operations,50,74123,5,32,68,No
EMP1164,Operations,23,93081,5,45,88,No
EMP1165,Marketing,44,106091,14,39,82,No
EMP1166,Marketing,54,98975,11,43,69,No
EMP1167,R&D,30,142308,18,57,90,Yes
EMP1168,IT,24,105637,8,35,67,No
EMP1169,IT,50,124468,14,33,100,Yes
EMP1170,R&D,50,140958,16,33,74,No
EMP1171,IT,28,127029,12,32,77,No
EMP1172,Marketing,57,108760,19,36,84,No
EMP1173,HR,54,96887,19,35,70,No
EMP1174,Finance,42,96312,1,39,77,No
EMP1175,Finance,46,104700,12,48,80,Yes
EMP1176,Finance,50,111694,16,44,72,No
EMP1177,HR,42,77672,2,50,65,No
EMP1178,IT,34,107695,2,55,65,No
EMP1179,HR,25,87280,18,60,70,Yes
EMP1180,Support,26,63461,1,57,71,Yes
EMP1181,Support,39,75856,5,33,68,No
EMP1182,Marketing,59,97153,5,41,95,Yes
EMP1183,Operations,53,76848,7,45,63,No
EMP1184,Support,26,84133,14,55,78,No
EMP1185,Support,48,63382,3,31,42,No
EMP1186,IT,52,128204,17,50,72,No
EMP1187,Marketing,50,96334,14,32,86,No
EMP1188,Marketing,36,95691,17,43,67,No
